text,category,sub-category
"PNB: Your recent deposit of ₹2,000 has been credited to your account. Please check your statement.",legitimate,legitimate
"SBI: Automated message: Your current balance is ₹10,500.",legitimate,legitimate
"HDFC: Your secure transaction of ₹1,200 has been completed successfully.",legitimate,legitimate
ICICI: Your online banking login was successful. No further verification is needed.,legitimate,legitimate
Axis Bank: Thank you for updating your account information. Your details have been verified.,legitimate,legitimate
PNB: Your request for account statement has been processed. Please check your registered email.,legitimate,legitimate
SBI: Your scheduled maintenance is complete. Your online banking services are fully operational.,legitimate,legitimate
HDFC: Your recent transaction of ₹750 has been confirmed. Thank you for banking with us.,legitimate,legitimate
ICICI: Your loan application has been approved. Details have been sent to your registered email.,legitimate,legitimate
"Axis Bank: Your credit card payment of ₹1,000 has been received and processed.",legitimate,legitimate
PNB: Your account verification call was initiated by you and has been successfully completed.,legitimate,legitimate
"SBI: Thank you for contacting us. Your balance inquiry shows ₹11,250 in your account.",legitimate,legitimate
HDFC: Your secure session is active. Please continue to enjoy our digital banking services.,legitimate,legitimate
"ICICI: Your recent payment of ₹2,300 has been confirmed. Please review your transaction history online.",legitimate,legitimate
Axis Bank: Your account details have been updated. No further action is required from your end.,legitimate,legitimate
PNB: Your secure customer service call was successful. How can we further assist you?,legitimate,legitimate
"SBI: Your recent ATM withdrawal of ₹2,000 has been processed. Thank you for banking with us.",legitimate,legitimate
"HDFC: We confirm your recent online purchase of ₹1,500. Your account has been debited accordingly.",legitimate,legitimate
ICICI: Your account statement is now available for download on our secure portal.,legitimate,legitimate
Axis Bank: Your last transaction has been successfully verified. Thank you for choosing our services.,legitimate,legitimate
PNB: Your inquiry regarding interest rates has been processed. Please visit our website for details.,legitimate,legitimate
"SBI: Your recent balance update shows ₹13,000 in your account. No action is required.",legitimate,legitimate
HDFC: Your online banking session is secure. All transactions have been processed correctly.,legitimate,legitimate
"ICICI: Your fund transfer of ₹3,200 has been successfully completed. Thank you for banking with us.",legitimate,legitimate
Axis Bank: Your scheduled maintenance has been completed. Your account is now updated.,legitimate,legitimate
PNB: Your digital banking services are active. Your recent deposit has been credited to your account.,legitimate,legitimate
SBI: Your customer service request regarding account details has been logged. A representative will contact you shortly.,legitimate,legitimate
HDFC: Your secure banking query has been received. Please check your email for further instructions.,legitimate,legitimate
ICICI: Your account security update is complete. Thank you for confirming your details online.,legitimate,legitimate
Axis Bank: Your customer service interaction has been successful. Your query has been recorded.,legitimate,legitimate
PNB: Your inquiry has been processed. Please review your account details on our official website.,legitimate,legitimate
SBI: Thank you for updating your information. Your account has been verified and updated.,legitimate,legitimate
HDFC: Your recent fund transfer has been processed. Your account reflects the updated balance.,legitimate,legitimate
ICICI: Your secure payment of ₹900 has been confirmed. No further verification is required.,legitimate,legitimate
Axis Bank: Your account details have been confirmed. Thank you for using our secure banking services.,legitimate,legitimate
PNB: Your recent online transaction has been successfully verified. Please check your account statement.,legitimate,legitimate
SBI: Your scheduled service maintenance is complete. Your account functions normally.,legitimate,legitimate
HDFC: Your automated balance inquiry shows an updated balance. Thank you for using our online services.,legitimate,legitimate
"ICICI: Your recent deposit of ₹2,750 has been credited. Please review your transaction history.",legitimate,legitimate
Axis Bank: Your account verification was successful. No further action is required.,legitimate,legitimate
PNB: Your secure login was successful. Thank you for using our online banking services.,legitimate,legitimate
SBI: Your account update is complete. Please check your latest statement online.,legitimate,legitimate
HDFC: Your credit card payment has been processed. Your account reflects the updated status.,legitimate,legitimate
ICICI: Your customer service request has been recorded. A representative will contact you soon.,legitimate,legitimate
Axis Bank: Your recent online inquiry was successful. Your account details are up-to-date.,legitimate,legitimate
"PNB: Your secure transaction of ₹1,400 has been completed. Thank you for banking with us.",legitimate,legitimate
SBI: Your online statement is now available. Please log in to your account to review the details.,legitimate,legitimate
"HDFC: Your transaction of ₹2,200 has been confirmed. Thank you for using our secure banking platform.",legitimate,legitimate
ICICI: Your account details have been updated following your recent inquiry.,legitimate,legitimate
Axis Bank: Your recent deposit has been credited successfully. No further action is required.,legitimate,legitimate
PNB: Your secure online service is active. Your account has been updated with the latest transactions.,legitimate,legitimate
SBI: Your digital banking profile has been verified. Thank you for updating your information.,legitimate,legitimate
HDFC: Your recent inquiry regarding transaction history has been resolved. Check your account for details.,legitimate,legitimate
"ICICI: Your payment of ₹1,600 has been processed. Your account reflects the updated balance.",legitimate,legitimate
Axis Bank: Your online banking access is confirmed. Thank you for using our secure services.,legitimate,legitimate
PNB: Your scheduled update is complete. Please log in to review your updated account information.,legitimate,legitimate
SBI: Your recent fund transfer has been confirmed and reflected in your account balance.,legitimate,legitimate
HDFC: Your online transaction has been verified. Thank you for choosing our digital banking services.,legitimate,legitimate
ICICI: Your account security settings have been updated successfully. No further action is required.,legitimate,legitimate
Axis Bank: Your customer request for account details has been processed. Please check your email for confirmation.,legitimate,legitimate
PNB: Your secure inquiry regarding loan details has been received. A representative will contact you shortly.,legitimate,legitimate
SBI: Your online banking experience remains secure. Your recent transactions are up-to-date.,legitimate,legitimate
HDFC: Your recent payment of ₹850 has been confirmed and processed successfully.,legitimate,legitimate
ICICI: Your account verification process was initiated by you and has been completed.,legitimate,legitimate
Axis Bank: Your updated account statement is available online. Thank you for banking with us.,legitimate,legitimate
PNB: Your secure login was verified. Your account details remain unchanged.,legitimate,legitimate
SBI: Your account balance is up-to-date. Thank you for using our automated banking services.,legitimate,legitimate
"HDFC: Your recent online payment of ₹1,250 has been confirmed. No further action is needed.",legitimate,legitimate
ICICI: Your online inquiry has been processed. Your account details have been verified.,legitimate,legitimate
Axis Bank: Your scheduled service update is complete. Your online banking remains secure.,legitimate,legitimate
PNB: Your account statement has been refreshed. Please log in to review the latest transactions.,legitimate,legitimate
SBI: Your customer request for balance information has been processed successfully.,legitimate,legitimate
"HDFC: Your secure transaction of ₹2,050 has been completed. Your account is up-to-date.",legitimate,legitimate
ICICI: Your online banking session was verified. No further verification is required.,legitimate,legitimate
Axis Bank: Your recent inquiry regarding account security has been addressed. Please review your settings online.,legitimate,legitimate
PNB: Your account services remain active. Your recent online activity has been logged successfully.,legitimate,legitimate
SBI: Your customer service query has been resolved. A confirmation email has been sent to your registered address.,legitimate,legitimate
HDFC: Your account details have been verified and updated. Thank you for using our secure banking platform.,legitimate,legitimate
ICICI: Your secure online transaction has been completed. Your account balance is now updated.,legitimate,legitimate
Axis Bank: Your scheduled maintenance is complete. Thank you for your patience during the update process.,legitimate,legitimate
PNB: Your online banking profile has been updated. Please review your latest account statement.,legitimate,legitimate
SBI: Your account information has been updated in our records. Thank you for using our online services.,legitimate,legitimate
"HDFC: Your recent payment of ₹1,700 has been processed successfully. Your account reflects the update.",legitimate,legitimate
ICICI: Your secure online inquiry regarding account balance has been confirmed.,legitimate,legitimate
Axis Bank: Your account verification process was successful. No additional action is needed.,legitimate,legitimate
PNB: Your recent online transaction has been verified and your account updated accordingly.,legitimate,legitimate
SBI: Your digital banking profile has been refreshed. Thank you for your continued trust in our services.,legitimate,legitimate
HDFC: Your customer service request regarding transaction details has been processed. Please review your statement.,legitimate,legitimate
ICICI: Your secure login has been confirmed. Your online banking session is active.,legitimate,legitimate
Axis Bank: Your account details have been successfully updated. No further verification is required.,legitimate,legitimate
PNB: Your recent payment has been processed. Thank you for using our secure online banking platform.,legitimate,legitimate
SBI: Your automated balance inquiry confirms your account balance is accurate.,legitimate,legitimate
HDFC: Your recent secure transaction has been recorded. Your account remains in good standing.,legitimate,legitimate
ICICI: Your online inquiry regarding account details has been completed successfully.,legitimate,legitimate
Axis Bank: Your scheduled system update is complete. Your account details are now current.,legitimate,legitimate
PNB: Your digital banking statement is now available. Please log in to review your account activity.,legitimate,legitimate
SBI: Your recent customer service call was successful. Your query has been logged.,legitimate,legitimate
"HDFC: Your secure transaction of ₹2,100 has been confirmed. Thank you for banking with us.",legitimate,legitimate
ICICI: Your account update is complete. No further action is required from your side.,legitimate,legitimate
Axis Bank: Your online banking login was verified successfully. Your account remains secure.,legitimate,legitimate
PNB: Your secure online service confirms your account is active. Thank you for your continued trust.,legitimate,legitimate
SBI: Your online statement shows all transactions are up-to-date. Thank you for choosing our services.,legitimate,legitimate
HDFC: Your account balance inquiry has been processed. Your current balance is accurate.,legitimate,legitimate
ICICI: Your digital banking profile has been successfully verified and updated.,legitimate,legitimate
Axis Bank: Your scheduled maintenance is complete. Your online account is fully updated.,legitimate,legitimate
PNB: Your secure online banking system confirms all recent transactions are correct.,legitimate,legitimate
SBI: Your customer service request has been resolved. Please review your updated account details online.,legitimate,legitimate
HDFC: Your account has been securely updated following your recent inquiry.,legitimate,legitimate
ICICI: Your recent payment has been processed and confirmed. Thank you for banking with us.,legitimate,legitimate
Axis Bank: Your account information is current. No further updates are necessary.,legitimate,legitimate
PNB: Your secure online transaction history has been refreshed. Thank you for using our digital services.,legitimate,legitimate
SBI: Your account is secure and up-to-date. Thank you for using our trusted online banking platform.,legitimate,legitimate
HDFC: Your recent online fund transfer has been confirmed. Your account reflects the updated balance.,legitimate,legitimate
ICICI: Your secure customer service request has been processed. Please check your email for details.,legitimate,legitimate
Axis Bank: Your account verification call was initiated by you and has been completed successfully.,legitimate,legitimate
PNB: Your digital banking inquiry regarding account details has been resolved. Thank you for contacting us.,legitimate,legitimate
SBI: Your online banking profile has been updated. Your recent transactions are visible on our portal.,legitimate,legitimate
"HDFC: Your secure payment of ₹1,050 has been confirmed. Your account remains in good standing.",legitimate,legitimate
ICICI: Your account details have been successfully verified. Thank you for using our online services.,legitimate,legitimate
Axis Bank: Your recent customer service interaction has been successful. Please review your email for confirmation.,legitimate,legitimate
"PNB: Your secure transaction of ₹1,750 has been processed. Your account balance is updated accordingly.",legitimate,legitimate
SBI: Your account inquiry was successful. Your latest statement is now available on our official website.,legitimate,legitimate
"HDFC: Your recent online transaction of ₹2,400 has been confirmed. Thank you for banking with us.",legitimate,legitimate
ICICI: Your secure online login was successful. Your account remains fully operational.,legitimate,legitimate
Axis Bank: Your scheduled account update is complete. Your digital banking services remain active.,legitimate,legitimate
PNB: Your account has been verified and updated. Thank you for using our secure online platform.,legitimate,legitimate
SBI: Your online banking query has been resolved. Please check your updated account details.,legitimate,legitimate
"HDFC: Your secure payment of ₹1,300 has been processed successfully. Your account is updated.",legitimate,legitimate
ICICI: Your digital banking session is active. Your recent transactions have been recorded.,legitimate,legitimate
Axis Bank: Your account inquiry confirms your details are current. Thank you for using our services.,legitimate,legitimate
PNB: Your secure online banking services remain active. Your account information is up-to-date.,legitimate,legitimate
SBI: Your recent transaction history has been updated. Thank you for choosing our digital banking services.,legitimate,legitimate
HDFC: Your online banking session has been verified. Your account remains secure.,legitimate,legitimate
ICICI: Your secure account update is complete. Please review your latest statement on our website.,legitimate,legitimate
Axis Bank: Your recent customer service call has been successfully recorded. No further action is needed.,legitimate,legitimate
PNB: Your online banking details have been updated. Thank you for your continued trust in our services.,legitimate,legitimate
SBI: Your account balance remains secure. Please check your statement for the latest updates.,legitimate,legitimate
HDFC: Your secure online inquiry regarding recent transactions has been completed.,legitimate,legitimate
ICICI: Your account has been updated successfully. Thank you for using our digital banking platform.,legitimate,legitimate
Axis Bank: Your recent inquiry regarding account security has been confirmed. No further action is required.,legitimate,legitimate
PNB: Your digital banking services are active and secure. Thank you for banking with us.,legitimate,legitimate
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 1],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 2],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 3],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 4],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 5],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 6],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 7],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 8],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 9],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 10],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 11],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 12],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 13],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 14],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 15],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 16],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 17],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 18],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 19],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 20],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 21],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 22],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 23],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 24],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 25],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 26],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 27],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 28],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 29],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 30],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 31],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 32],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 33],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 34],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 35],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 36],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 37],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 38],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 39],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 40],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 41],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 42],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 43],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 44],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 45],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 46],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 47],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 48],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 49],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 50],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 51],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 52],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 53],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 54],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 55],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 56],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 57],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 58],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 59],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 60],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 61],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 62],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 63],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 64],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 65],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 66],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 67],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 68],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 69],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 70],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 71],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 72],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 73],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 74],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 75],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 76],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 77],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 78],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 79],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 80],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 81],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 82],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 83],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 84],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 85],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 86],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 87],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 88],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 89],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 90],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 91],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 92],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 93],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 94],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 95],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 96],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 97],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 98],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 99],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 100],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 101],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 102],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 103],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 104],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 105],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 106],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 107],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 108],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 109],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 110],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 111],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 112],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 113],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 114],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 115],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 116],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 117],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 118],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 119],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 120],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 121],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 122],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 123],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 124],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 125],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 126],BankingScam,RBI Impersonation Scam
Live Call from SBI: Your account has been blocked due to suspicious activity. Please provide your OTP immediately. [Case 127],BankingScam,Account Blocked
Live Call from HDFC: Suspicious transaction detected. Verify and secure your funds immediately. [Case 128],BankingScam,Fraudulent Transaction
Live Call from ICICI: Your KYC is incomplete. Kindly provide your Aadhaar and PAN details to update your records. [Case 129],BankingScam,KYC Verification
Live Call from Axis: You are pre-approved for a loan. Please pay the processing fee to claim your funds. [Case 130],BankingScam,Loan Offer
Live Call from PNB: Unusual activity noticed on your credit card. Verify your card details immediately. [Case 131],BankingScam,Credit Card Scam
Live Call: This is the Reserve Bank speaking on behalf of Kotak. Urgent verification is needed. Reply with your OTP. [Case 132],BankingScam,RBI Impersonation Scam
